BID RECEIVED UNTIL DATE AND TIME,COUNTY,CONTROLLING PROJECT ID (CCSJ),DISTRICT/ DIVISION,LET TYPE,PROJECT TYPE,PROPOSAL REQUEST,STATE PROJECT NUMBER,VENDOR NAME,TEXAS PRESENCE
12/03/2025 01:00:00 PM,Waller,0050-05-072,Houston,Statewide Let,Construction,Bidders,,"CLARK CONSTRUCTION OF TEXAS, INC.",true
12/02/2025 01:00:00 PM,Austin,0408-05-032,Yoakum,Statewide Let,Construction,Bidders,C 408-5-32,"CLARK CONSTRUCTION OF TEXAS, INC.",true
12/02/2025 01:00:00 PM,Collin,0918-24-285,Dallas,Statewide Let,Construction,Bidders,,JAGOE-PUBLIC COMPANY,true
12/02/2025 01:00:00 PM,Collin,0135-02-075,Dallas,Statewide Let,Construction,Bidders,C 135-2-75,JAGOE-PUBLIC COMPANY,true
12/02/2025 01:00:00 PM,Haskell,0360-02-030,Abilene,Statewide Let,Construction,Bidders,,"SELECT MAINTENANCE, L.L.C.",true
12/02/2025 01:00:00 PM,Winkler,0354-04-044,Odessa,Statewide Let,Construction,Bidders,,"RAGLE CONSTRUCTION, INC.",true
12/03/2025 01:00:00 PM,Johnson,1513-02-045,Fort Worth,Statewide Let,Construction,Bidders,,"CLARK CONSTRUCTION OF TEXAS, INC.",true
12/02/2025 01:00:00 PM,Erath,0343-03-029,Fort Worth,Statewide Let,Construction,Bidders,C 343-3-29,"CLARK CONSTRUCTION OF TEXAS, INC.",true
12/03/2025 01:00:00 PM,Hale,0905-12-046,Lubbock,Statewide Let,Construction,Bidders,C 905-12-46,"TI-ZACK CONCRETE, LLC",false
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,"TI-ZACK CONCRETE, LLC",false
12/03/2025 01:00:00 PM,Waller,0050-05-072,Houston,Statewide Let,Construction,Bidders,,"SELECT MAINTENANCE, L.L.C.",true
12/02/2025 01:00:00 PM,Bowie,0046-05-048,Atlanta,Statewide Let,Construction,Bidders,,"RK HALL, LLC",true
12/02/2025 01:00:00 PM,Henderson,0163-03-053,Tyler,Statewide Let,Construction,Bidders,,"CLARK CONSTRUCTION OF TEXAS, INC.",true
12/02/2025 01:00:00 PM,Bell,6472-26-001,Waco,Statewide Let,Maintenance,Bidders,RMC - A00211859,"STRIPING TECHNOLOGY, L.P.",true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Informational Proposals,,"TEXAS STEEL INDUSTRIAL PLACING, LLC",true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Informational Proposals,,"ICOS MANAGEMENT, LLC",true
12/03/2025 01:00:00 PM,Gregg,2642-01-050,Tyler,Statewide Let,Construction,Bidders,,"DREWERY CONSTRUCTION COMPANY, INCORPORATED",true
12/03/2025 01:00:00 PM,Hale,0905-12-046,Lubbock,Statewide Let,Construction,Bidders,C 905-12-46,"INTERSTATE IMPROVEMENT, INC.",false
12/09/2025 10:30:00 AM,Montgomery,6490-51-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217643,"LOOKS GREAT SERVICES OF MS, INC.",true
12/09/2025 03:00:00 PM,El Paso,6463-91-001,El Paso,Local District Let,Maintenance,Bidders,BPM - A00207380,"SCR CIVIL CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Smith,6488-62-001,Tyler,Statewide Let,Maintenance,Bidders,RMC - A00217157,"DREWERY CONSTRUCTION COMPANY, INCORPORATED",true
12/03/2025 01:00:00 PM,Lamar,6492-97-001,Paris,Statewide Let,Maintenance,Bidders,MMC - A00218245,"RICHARD DRAKE CONSTRUCTION COMPANY, L.P.",true
12/18/2025 02:00:00 PM,Grayson,6490-64-001,Paris,Local District Let,Maintenance,Bidders,RMC - A00217676,"ADVANCED BARRICADES OF AMERICA, LLC",true
12/08/2025 10:00:00 AM,Colorado,6479-45-001,Yoakum,Local District Let,Maintenance,Bidders,RMC - A00213865,"LOOKS GREAT SERVICES OF MS, INC.",true
12/02/2025 01:00:00 PM,Jasper,0244-09-014,Beaumont,Statewide Let,Construction,Bidders,,"DREWERY CONSTRUCTION COMPANY, INCORPORATED",true
12/03/2025 01:00:00 PM,Johnson,1513-02-045,Fort Worth,Statewide Let,Construction,Bidders,,"SELECT MAINTENANCE, L.L.C.",true
12/02/2025 01:00:00 PM,Burleson,0833-13-014,Bryan,Statewide Let,Construction,Bidders,,"TEXAS STEEL INDUSTRIAL PLACING, LLC",true
12/02/2025 01:00:00 PM,Hartley,0041-02-020,Amarillo,Statewide Let,Construction,Bidders,,"RK HALL, LLC",true
12/03/2025 01:00:00 PM,Ector,0906-00-256,Odessa,Statewide Let,Construction,Bidders,,"RAGLE CONSTRUCTION, INC.",true
12/10/2025 10:00:00 AM,Denton,6485-37-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00215939,"HAZMAT INTERNATIONAL, INC.",true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Bidders,,"TI-ZACK CONCRETE, LLC",false
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Bidders,C 912-72-842,"MC2 CIVIL, LLC",true
12/02/2025 01:00:00 PM,Galveston,0912-73-224,Houston,Statewide Let,Construction,Bidders,,"MC2 CIVIL, LLC",true
11/24/2025 10:00:00 AM,Ector,6494-00-001,Odessa,Local District Let,Maintenance,Bidders,MMC - A00218469,"SOUTHERN SOURCING SOLUTIONS, LLC",true
12/02/2025 01:00:00 PM,Jackson,0179-09-041,Yoakum,Statewide Let,Construction,Bidders,,COPASA INC,true
12/03/2025 01:00:00 PM,Kimble,6492-64-001,Maintenance Division,Statewide Let,Maintenance,Bidders,RMC - A00218184,"APEX ALLIANCE, LLC",true
12/03/2025 01:00:00 PM,Bell,6492-63-001,Maintenance Division,Statewide Let,Maintenance,Bidders,RMC - A00218181,"APEX ALLIANCE, LLC",true
12/02/2025 01:00:00 PM,Cameron,0331-03-022,Pharr,Statewide Let,Construction,Bidders,,"FOREMOST PAVING, INC.",true
12/02/2025 01:00:00 PM,Hidalgo,0863-01-075,Pharr,Statewide Let,Construction,Bidders,,"FOREMOST PAVING, INC.",true
12/03/2025 01:00:00 PM,Lamar,6492-97-001,Paris,Statewide Let,Maintenance,Bidders,MMC - A00218245,"RK HALL, LLC",true
12/09/2025 02:00:00 PM,Scurry,6478-50-001,Abilene,Local District Let,Maintenance,Bidders,RMC - A00213382,"HJC FARMS, INC.",true
12/02/2025 01:00:00 PM,Starr,6493-64-001,Pharr,Statewide Let,Maintenance,Bidders,RMC - A00218360,CUEBID TECHNOLOGIES INC.,true
12/02/2025 01:00:00 PM,Collin,0918-24-285,Dallas,Statewide Let,Construction,Bidders,,"TEXAS STEEL INDUSTRIAL PLACING, LLC",true
12/03/2025 01:00:00 PM,Harris,0271-07-353,Houston,Statewide Let,Construction,Bidders,C 271-7-353,"STRIPE LINES, INC.",true
12/03/2025 01:00:00 PM,Stephens,0404-02-046,Brownwood,Statewide Let,Construction,Bidders,,"ICOS MANAGEMENT, LLC",true
12/02/2025 01:00:00 PM,Jackson,0179-09-041,Yoakum,Statewide Let,Construction,Bidders,,ALTUS CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,Haskell,0360-02-030,Abilene,Statewide Let,Construction,Bidders,,"LIPHAM ASPHALT AND PAVING COMPANY, LLC",true
12/04/2025 03:00:00 PM,El Paso,6489-58-001,El Paso,Local District Let,Maintenance,Bidders,RMC - A00217484,AWP SAFETY,true
12/02/2025 01:00:00 PM,Ellis,6489-28-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217346,UMD Construction,true
12/03/2025 01:00:00 PM,Dallas,6493-15-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00218275,AWP SAFETY,true
12/03/2025 01:00:00 PM,Hopkins,6490-45-001,Paris,Statewide Let,Maintenance,Bidders,RMC - A00217633,AWP SAFETY,true
12/11/2025 03:00:00 PM,El Paso,6489-59-001,El Paso,Local District Let,Maintenance,Bidders,RMC - A00217487,"MARLANE CONSTRUCTION, LLC",true
12/09/2025 10:30:00 AM,Leon,6488-63-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00217158,"O. TREVINO CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Jack,6493-25-001,Fort Worth,Statewide Let,Maintenance,Bidders,MMC - A00218291,ZACK BURKETT CO.,true
12/02/2025 01:00:00 PM,Erath,0343-03-029,Fort Worth,Statewide Let,Construction,Bidders,C 343-3-29,"RONALD R. WAGNER & CO., LP",true
12/02/2025 01:00:00 PM,Haskell,0360-02-030,Abilene,Statewide Let,Construction,Bidders,,"RONALD R. WAGNER & CO., LP",true
12/03/2025 01:00:00 PM,Erath,0550-02-056,Fort Worth,Statewide Let,Construction,Bidders,,"RONALD R. WAGNER & CO., LP",true
12/02/2025 01:00:00 PM,Tom Green,0077-06-105,San Angelo,Statewide Let,Construction,Bidders,,"RONALD R. WAGNER & CO., LP",true
12/03/2025 01:00:00 PM,Jack,6493-23-001,Fort Worth,Statewide Let,Maintenance,Bidders,MMC - A00218288,WRIGHT ASPHALT PRODUCTS COMPANY LLC,true
12/09/2025 10:30:00 AM,Montgomery,6490-51-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217643,"MARLANE CONSTRUCTION, LLC",true
12/08/2025 10:00:00 AM,Colorado,6479-45-001,Yoakum,Local District Let,Maintenance,Bidders,RMC - A00213865,"MARLANE CONSTRUCTION, LLC",true
12/09/2025 10:30:00 AM,Cherokee,6461-61-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00206051,"MARLANE CONSTRUCTION, LLC",true
12/10/2025 10:00:00 AM,Refugio,6494-25-001,Corpus Christi,Local District Let,Maintenance,Bidders,RMC - A00218562,"MARLANE CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Jack,6493-23-001,Fort Worth,Statewide Let,Maintenance,Bidders,MMC - A00218288,ZACK BURKETT CO.,true
12/10/2025 09:00:00 AM,Travis,6493-48-001,Austin,Local District Let,Maintenance,Bidders,RMC - A00218332,"MARLANE CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Waller,0050-05-072,Houston,Statewide Let,Construction,Bidders,,"RONALD R. WAGNER & CO., LP",true
12/09/2025 10:30:00 AM,Galveston,6490-28-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217588,"MARLANE CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Lubbock,0068-01-086,Lubbock,Statewide Let,Construction,Bidders,,"RAGLE CONSTRUCTION, INC.",true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,BONTKE BROTHERS CONSTRUCTION COMPANY,true
12/10/2025 10:00:00 AM,Navarro,6488-89-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217226,"MARLANE CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Harris,0508-01-400,Houston,Statewide Let,Construction,Bidders,C 508-1-400,"TEXAS MATERIALS GROUP, INC.",true
12/10/2025 10:30:00 AM,Walker,6493-39-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00218315,"HAZMAT INTERNATIONAL, INC.",true
12/09/2025 10:00:00 AM,Tom Green,6494-78-001,San Angelo,Local District Let,Maintenance,Bidders,RMC - A00218650,"MARLANE CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Henderson,0163-03-053,Tyler,Statewide Let,Construction,Bidders,,"RONALD R. WAGNER & CO., LP",true
12/09/2025 10:30:00 AM,Anderson,6492-40-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00218097,"MARLANE CONSTRUCTION, LLC",true
12/09/2025 10:30:00 AM,Freestone,6493-38-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00218314,"HAZMAT INTERNATIONAL, INC.",true
12/02/2025 01:00:00 PM,Navarro,0574-02-023,Dallas,Statewide Let,Construction,Bidders,C 574-2-23,"BAKER & COMPANY CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Fayette,1262-01-016,Yoakum,Statewide Let,Construction,Bidders,,"TEXAS STEEL INDUSTRIAL PLACING, LLC",true
12/09/2025 03:00:00 PM,El Paso,6463-91-001,El Paso,Local District Let,Maintenance,Bidders,BPM - A00207380,"ICOS MANAGEMENT, LLC",true
12/03/2025 01:00:00 PM,Colorado,0716-03-012,Yoakum,Statewide Let,Construction,Bidders,,"JFO SERVICES, LLC",true
12/02/2025 01:00:00 PM,Winkler,0354-04-044,Odessa,Statewide Let,Construction,Bidders,,KIEWIT INFRASTRUCTURE SOUTH CO.,true
12/10/2025 10:00:00 AM,Navarro,6488-44-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217116,"MARLANE CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Bastrop,0322-01-052,Austin,Statewide Let,Construction,Bidders,,TEXAS ROAD LLC,true
12/10/2025 10:00:00 AM,Aransas,6492-96-001,Corpus Christi,Local District Let,Maintenance,Bidders,RMC - A00218244,"ANDERSON COLUMBIA CO., INC.",true
12/09/2025 10:30:00 AM,Grimes,6489-57-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00217481,"MARLANE CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Gregg,2642-01-050,Tyler,Statewide Let,Construction,Bidders,,"MADDEN CONTRACTING COMPANY, LLC.",true
12/09/2025 10:30:00 AM,Waller,6489-73-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217524,"HAZMAT INTERNATIONAL, INC.",true
12/10/2025 10:00:00 AM,Ellis,6489-25-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217333,"HAZMAT INTERNATIONAL, INC.",true
12/02/2025 01:00:00 PM,Harris,0912-70-098,Houston,Statewide Let,Construction,Bidders,C 912-70-98,"TEXAS MATERIALS GROUP, INC.",true
12/09/2025 10:30:00 AM,Montgomery,6490-51-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217643,"HAZMAT INTERNATIONAL, INC.",true
12/09/2025 10:30:00 AM,Montgomery,6479-66-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00213891,"HAZMAT INTERNATIONAL, INC.",true
12/03/2025 01:00:00 PM,Nueces,6481-61-001,Corpus Christi,Statewide Let,Maintenance,Bidders,RMC - A00214433,"PALACIOS SHIPYARD, INC.",true
12/03/2025 01:00:00 PM,El Paso,6489-56-001,El Paso,Statewide Let,Maintenance,Bidders,RMC - A00217479,HAWK CONSTRUCTION,true
12/02/2025 01:00:00 PM,Castro,6482-44-001,Lubbock,Statewide Let,Maintenance,Bidders,RMC - A00214744,"CK NEWBERRY, LLC",true
12/03/2025 01:00:00 PM,Navarro,2682-01-024,Dallas,Statewide Let,Construction,Bidders,C 2682-1-24,"BAKER & COMPANY CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Howard,0005-10-028,Abilene,Statewide Let,Construction,Bidders,,"RK HALL, LLC",true
12/03/2025 01:00:00 PM,Collin,1014-04-018,Dallas,Statewide Let,Construction,Bidders,,"QUALITY EXCAVATION, LLC",true
12/03/2025 01:00:00 PM,Collin,1014-04-018,Dallas,Statewide Let,Construction,Bidders,,"TEXAS MATERIALS GROUP, INC.",true
12/02/2025 01:00:00 PM,Smith,6488-62-001,Tyler,Statewide Let,Maintenance,Bidders,RMC - A00217157,"TEXAS MATERIALS GROUP, INC.",true
12/10/2025 10:00:00 AM,Refugio,6494-25-001,Corpus Christi,Local District Let,Maintenance,Bidders,RMC - A00218562,RIO GRANDE CONSTRUCTORS AND CONSTRUCTION MANAGEMENT LLC,true
12/02/2025 01:00:00 PM,Maverick,0276-01-048,Laredo,Statewide Let,Construction,Bidders,,"CENTERLINE TECHNOLOGIES, LLC",true
12/10/2025 10:00:00 AM,Navarro,6488-43-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217115,"IBCTX, LLC",true
12/10/2025 10:00:00 AM,Collin,6489-37-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217375,"IBCTX, LLC",true
12/04/2025 09:00:00 AM,Cameron,6494-02-001,Pharr,Local District Let,Maintenance,Informational Proposals,RMC - A00218471,RIO GRANDE CONSTRUCTORS AND CONSTRUCTION MANAGEMENT LLC,true
12/02/2025 01:00:00 PM,De Witt,0913-00-139,Yoakum,Statewide Let,Construction,Informational Proposals,,"SAFFO CONTRACTORS, INC.",false
12/09/2025 03:00:00 PM,El Paso,6463-91-001,El Paso,Local District Let,Maintenance,Bidders,BPM - A00207380,"SYNERGY PROJECT CONTRACTORS, INC.",true
12/10/2025 10:00:00 AM,Navarro,6488-43-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217115,"O. TREVINO CONSTRUCTION, LLC",true
12/10/2025 10:00:00 AM,Collin,6489-37-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217375,"O. TREVINO CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,El Paso,6489-56-001,El Paso,Statewide Let,Maintenance,Bidders,RMC - A00217479,"SYNERGY PROJECT CONTRACTORS, INC.",true
12/10/2025 10:00:00 AM,Navarro,6488-45-001,Dallas,Local District Let,Maintenance,Bidders,BPM - A00217117,"IBCTX, LLC",true
12/02/2025 01:00:00 PM,Jackson,0179-09-041,Yoakum,Statewide Let,Construction,Bidders,,"MCMILLEN, INC.",true
12/02/2025 01:00:00 PM,Brazoria,0111-08-129,Houston,Statewide Let,Construction,Bidders,,"FORDE CONSTRUCTION COMPANY, INC.",true
12/09/2025 02:00:00 PM,Scurry,6478-50-001,Abilene,Local District Let,Maintenance,Bidders,RMC - A00213382,"AUSTIN BARRICADE COMPANY, L.L.C.",true
12/02/2025 01:00:00 PM,El Paso,0924-00-124,El Paso,Statewide Let,Construction,Bidders,,"CENTERLINE TECHNOLOGIES, LLC",true
12/03/2025 01:00:00 PM,Palo Pinto,6491-62-001,Fort Worth,Statewide Let,Maintenance,Informational Proposals,RMC - A00217903,"SHAWNEE MISSION TREE SERVICE, INC.",true
12/02/2025 01:00:00 PM,Webb,2150-04-099,Laredo,Statewide Let,Construction,Informational Proposals,,"HUNTER INDUSTRIES, LTD.",true
12/03/2025 01:00:00 PM,Caldwell,0152-03-065,Austin,Statewide Let,Construction,Bidders,C 152-3-65,DAN WILLIAMS COMPANY,true
12/09/2025 10:30:00 AM,Galveston,6485-93-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00216168,"PRO-PIPE SERVICES, LLC",true
12/11/2025 03:00:00 PM,El Paso,6489-59-001,El Paso,Local District Let,Maintenance,Bidders,RMC - A00217487,"SYNERGY PROJECT CONTRACTORS, INC.",true
12/03/2025 01:00:00 PM,Palo Pinto,6491-62-001,Fort Worth,Statewide Let,Maintenance,Bidders,RMC - A00217903,S FOWLER SERVICES LLC,true
12/09/2025 10:30:00 AM,Montgomery,6479-66-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00213891,"PRO-PIPE SERVICES, LLC",true
12/10/2025 10:00:00 AM,Dallas,6491-21-001,Dallas,Local District Let,Maintenance,Bidders,TMC - A00217794,"CONSOLIDATED TRAFFIC CONTROLS, INC.",true
12/02/2025 01:00:00 PM,Cameron,0331-03-022,Pharr,Statewide Let,Construction,Informational Proposals,,"TEXAS CORDIA CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Harris,0912-70-098,Houston,Statewide Let,Construction,Bidders,C 912-70-98,DURWOOD GREENE CONSTRUCTION CO.,true
12/02/2025 01:00:00 PM,Ellis,6489-28-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217346,ANTHONY SERVICES,true
12/02/2025 01:00:00 PM,Winkler,0354-04-044,Odessa,Statewide Let,Construction,Bidders,,"JONES BROS. DIRT & PAVING CONTRACTORS, INC.",true
12/02/2025 01:00:00 PM,Hidalgo,0863-01-075,Pharr,Statewide Let,Construction,Bidders,,"TEXAS CORDIA CONSTRUCTION, LLC",true
12/10/2025 10:30:00 AM,Wichita,6492-76-001,Wichita Falls,Local District Let,Maintenance,Bidders,RMC - A00218213,ANTHONY SERVICES,true
12/03/2025 01:00:00 PM,Harris,0508-01-400,Houston,Statewide Let,Construction,Bidders,C 508-1-400,DURWOOD GREENE CONSTRUCTION CO.,true
12/10/2025 10:00:00 AM,Denton,6485-37-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00215939,ANTHONY SERVICES,true
12/10/2025 10:00:00 AM,Navarro,6488-89-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217226,ANTHONY SERVICES,true
12/10/2025 10:00:00 AM,Ellis,6489-25-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217333,ANTHONY SERVICES,true
12/10/2025 10:00:00 AM,Navarro,6488-44-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217116,ANTHONY SERVICES,true
12/02/2025 01:00:00 PM,Bexar,0024-09-028,San Antonio,Statewide Let,Construction,Bidders,,"ELECNOR BELCO ELECTRIC, INC.",true
12/03/2025 01:00:00 PM,Travis,6484-34-001,Austin,Statewide Let,Maintenance,Bidders,RMC - A00215434,"ELECNOR BELCO ELECTRIC, INC.",true
12/09/2025 10:30:00 AM,Cherokee,6461-61-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00206051,"G & L CONSTRUCTION, INC.",true
12/02/2025 01:00:00 PM,Harrison,6493-01-001,Atlanta,Statewide Let,Maintenance,Bidders,MMC - A00218249,"RK HALL, LLC",true
12/02/2025 01:00:00 PM,Karnes,0348-04-055,Corpus Christi,Statewide Let,Construction,Bidders,,"MCMILLEN, INC.",true
12/02/2025 01:00:00 PM,Lubbock,0068-01-086,Lubbock,Statewide Let,Construction,Informational Proposals,,"MCMILLEN, INC.",true
12/02/2025 01:00:00 PM,Midland,1188-02-111,Odessa,Statewide Let,Construction,Bidders,C 1188-2-111,"MCMILLEN, INC.",true
12/09/2025 03:00:00 PM,El Paso,6491-92-001,El Paso,Local District Let,Maintenance,Bidders,MMC - A00217968,VALUE DRILLING COMPANY INC,true
12/02/2025 01:00:00 PM,Angelina,0244-10-006,Lufkin,Statewide Let,Construction,Bidders,,"INTERSTATE BARRICADES & MARKINGS, INC.",true
12/03/2025 01:00:00 PM,Bexar,0017-10-292,San Antonio,Statewide Let,Construction,Bidders,,"WILLIAMS BROTHERS CONSTRUCTION CO., INC.",true
12/09/2025 10:30:00 AM,Cherokee,6461-61-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00206051,AAA LANDSCAPING AND TREE SERVICE,true
12/02/2025 01:00:00 PM,Jackson,0179-09-041,Yoakum,Statewide Let,Construction,Bidders,,"FORDE CONSTRUCTION COMPANY, INC.",true
12/03/2025 01:00:00 PM,Fort Bend,0027-08-190,Houston,Statewide Let,Construction,Bidders,C 27-8-190,"FORDE CONSTRUCTION COMPANY, INC.",true
12/02/2025 01:00:00 PM,Midland,1188-02-111,Odessa,Statewide Let,Construction,Bidders,C 1188-2-111,"JONES BROS. DIRT & PAVING CONTRACTORS, INC.",true
12/04/2025 09:00:00 AM,Cameron,6494-02-001,Pharr,Local District Let,Maintenance,Bidders,RMC - A00218471,ARTILLERY L.L.C.,true
12/02/2025 01:00:00 PM,Austin,0408-05-032,Yoakum,Statewide Let,Construction,Bidders,C 408-5-32,"FORDE CONSTRUCTION COMPANY, INC.",true
12/02/2025 01:00:00 PM,Henderson,0163-03-053,Tyler,Statewide Let,Construction,Informational Proposals,,AAA LANDSCAPING AND TREE SERVICE,true
12/03/2025 01:00:00 PM,Caldwell,0152-03-065,Austin,Statewide Let,Construction,Bidders,C 152-3-65,"DEAN WORD COMPANY, LTD.",true
12/02/2025 01:00:00 PM,Harris,0912-70-098,Houston,Statewide Let,Construction,Bidders,C 912-70-98,"FORDE CONSTRUCTION COMPANY, INC.",true
12/02/2025 01:00:00 PM,Wharton,0420-10-018,Yoakum,Statewide Let,Construction,Bidders,,"FORDE CONSTRUCTION COMPANY, INC.",true
12/03/2025 01:00:00 PM,Harris,0508-01-400,Houston,Statewide Let,Construction,Bidders,C 508-1-400,"FORDE CONSTRUCTION COMPANY, INC.",true
12/03/2025 01:00:00 PM,Wilson,0100-03-094,San Antonio,Statewide Let,Construction,Bidders,,"DEAN WORD COMPANY, LTD.",true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Informational Proposals,C 912-72-842,"SAFFO CONTRACTORS, INC.",false
12/03/2025 01:00:00 PM,Bastrop,0322-01-052,Austin,Statewide Let,Construction,Bidders,,"DEAN WORD COMPANY, LTD.",true
12/02/2025 01:00:00 PM,Angelina,0244-10-006,Lufkin,Statewide Let,Construction,Informational Proposals,,AAA LANDSCAPING AND TREE SERVICE,true
12/03/2025 01:00:00 PM,Colorado,0716-03-012,Yoakum,Statewide Let,Construction,Bidders,,"FORDE CONSTRUCTION COMPANY, INC.",true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Bidders,C 912-72-842,"FORDE CONSTRUCTION COMPANY, INC.",true
12/02/2025 01:00:00 PM,Harrison,6493-01-001,Atlanta,Statewide Let,Maintenance,Bidders,MMC - A00218249,GREEN DREAM INTERNATIONAL LLC,true
12/02/2025 01:00:00 PM,Jack,6493-25-001,Fort Worth,Statewide Let,Maintenance,Bidders,MMC - A00218291,GREEN DREAM INTERNATIONAL LLC,true
12/17/2025 10:00:00 AM,Tarrant,6493-66-001,Fort Worth,Local District Let,Maintenance,Bidders,RMC - A00218364,"HAZMAT INTERNATIONAL, INC.",true
12/02/2025 01:00:00 PM,Burleson,0833-13-014,Bryan,Statewide Let,Construction,Bidders,,KNIFE RIVER CORPORATION - SOUTH,true
12/03/2025 01:00:00 PM,Potter,0904-00-228,Amarillo,Statewide Let,Construction,Bidders,,"CENTERLINE TECHNOLOGIES, LLC",true
12/02/2025 01:00:00 PM,Angelina,0244-10-006,Lufkin,Statewide Let,Construction,Bidders,,"CENTERLINE TECHNOLOGIES, LLC",true
12/03/2025 01:00:00 PM,Waller,0050-05-072,Houston,Statewide Let,Construction,Bidders,,"D. I. J. CONSTRUCTION, INC.",true
12/02/2025 01:00:00 PM,Angelina,0244-10-006,Lufkin,Statewide Let,Construction,Bidders,,"D. I. J. CONSTRUCTION, INC.",true
12/02/2025 01:00:00 PM,Henderson,0163-03-053,Tyler,Statewide Let,Construction,Bidders,,"D. I. J. CONSTRUCTION, INC.",true
12/02/2025 01:00:00 PM,Burleson,0833-13-014,Bryan,Statewide Let,Construction,Bidders,,"TEXAS MATERIALS GROUP, INC.",true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Informational Proposals,C 912-72-842,CUEBID TECHNOLOGIES INC.,true
12/02/2025 01:00:00 PM,De Witt,0913-00-139,Yoakum,Statewide Let,Construction,Bidders,,"GIBSON & ASSOCIATES, INC.",true
12/02/2025 01:00:00 PM,Galveston,0367-06-065,Houston,Statewide Let,Construction,Bidders,,CALLAN MARINE LTD,true
12/03/2025 01:00:00 PM,Erath,0550-02-056,Fort Worth,Statewide Let,Construction,Bidders,,CUEBID TECHNOLOGIES INC.,true
12/02/2025 01:00:00 PM,Brazoria,0111-08-129,Houston,Statewide Let,Construction,Bidders,,MB WESTERN INDUSTRIAL CONTRACTING CO.,true
12/09/2025 10:30:00 AM,Montgomery,6479-66-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00213891,CUEBID TECHNOLOGIES INC.,true
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Bidders,C 912-72-842,MB WESTERN INDUSTRIAL CONTRACTING CO.,true
12/02/2025 01:00:00 PM,Jackson,0089-05-047,Yoakum,Statewide Let,Construction,Bidders,C 89-5-47,"R CONSTRUCTION CIVIL, LLC",true
